Id,Product Name,Energy (kcal),Fat Level (g),Saturated Fat (g),Carbohydrates (g),Sugars (g),Fiber (g),Protein (g),Salt (g),Calcium (mg)
4709.0,Soy Milk,65.0,2.97,4.5,6.53,9.92,0.73,1.29,0.69,107.0
4710.0,Coconut Milk,79.0,4.17,1.69,7.4,0.85,0.91,4.11,0.79,138.0
4711.0,Almond Milk,54.0,2.37,3.73,,1.61,0.62,5.38,0.87,118.0
4712.0,Almond Milk,76.0,,0.72,2.37,7.09,0.25,5.03,0.67,138.0
4713.0,Cashew Milk,77.0,,2.78,3.63,5.27,0.76,1.45,0.25,142.0
4714.0,Whole Milk,55.0,7.97,1.01,5.3,1.17,0.78,5.01,0.65,126.0
4715.0,Coconut Milk,60.0,5.73,4.68,,4.66,,5.83,0.97,133.0
4716.0,Soy Milk,47.0,4.1,1.01,5.71,0.81,0.27,1.01,0.55,92.0
4717.0,Cashew Milk,51.0,3.17,3.96,6.73,,0.54,2.7,0.29,88.0
4718.0,Coconut Milk,53.0,2.42,1.1,,6.18,0.8,4.23,0.17,116.0
4719.0,,54.0,2.76,3.04,9.66,2.73,0.06,4.29,0.85,86.0
4720.0,Soy Milk,43.0,1.02,,,1.77,0.46,6.37,0.94,85.0
4721.0,,,1.52,3.77,7.43,5.33,0.7,2.6,0.25,133.0
4722.0,Whole Milk,73.0,5.55,0.22,10.2,7.64,0.65,1.42,0.41,90.0
4723.0,Soy Milk,48.0,4.46,2.89,3.02,2.35,0.21,7.07,0.36,114.0
4724.0,,57.0,6.08,2.0,11.04,4.1,0.81,3.34,0.87,123.0
4725.0,2% Milk,45.0,3.16,0.3,8.37,3.09,,,0.33,147.0
4726.0,Whole Milk,,0.66,1.66,5.13,0.54,0.8,1.37,0.38,135.0
4727.0,Almond Milk,,5.26,,2.79,2.3,0.54,2.74,0.57,94.0
4728.0,,58.0,5.83,3.37,10.87,1.92,0.97,7.48,0.8,115.0
4729.0,Soy Milk,45.0,4.97,4.86,8.75,6.06,0.75,4.55,0.73,130.0
4730.0,Oat Milk,53.0,5.12,4.4,3.93,4.0,0.43,2.79,0.91,
4731.0,Almond Milk,,7.58,,4.78,1.99,0.98,7.37,,141.0
4732.0,Cashew Milk,,4.33,0.92,10.45,,0.0,3.81,0.3,140.0
4733.0,Whole Milk,50.0,6.47,3.64,4.4,5.84,0.6,5.04,0.55,131.0
4734.0,Oat Milk,49.0,7.71,4.55,11.35,4.89,0.4,1.27,0.84,104.0
4735.0,,77.0,6.01,3.42,8.08,,0.13,3.02,0.46,143.0
4736.0,Soy Milk,58.0,,4.16,11.33,,,1.61,0.84,113.0
4737.0,Almond Milk,45.0,7.4,4.44,,8.41,0.57,2.55,0.76,80.0
4738.0,,42.0,7.67,,,4.06,0.95,4.95,0.82,113.0
4739.0,Skim Milk,63.0,2.27,2.75,2.83,6.55,0.16,7.06,0.25,112.0
4740.0,Whole Milk,72.0,2.31,4.16,6.93,4.36,0.64,,0.88,
4741.0,Coconut Milk,73.0,7.36,1.15,9.9,,0.6,5.27,0.41,105.0
,2% Milk,60.0,6.39,0.61,4.34,,0.06,6.67,0.14,140.0
4743.0,Oat Milk,49.0,,0.76,10.91,2.35,0.92,,0.67,144.0
4744.0,Cashew Milk,,2.97,4.53,6.53,6.6,0.08,2.8,0.07,89.0
4745.0,Whole Milk,51.0,5.6,0.7,3.13,2.3,0.93,6.51,0.97,120.0
4746.0,Coconut Milk,47.0,2.32,2.79,6.5,4.75,0.89,,0.93,149.0
4747.0,2% Milk,64.0,4.79,2.44,6.87,,0.73,3.68,0.43,85.0
4748.0,Almond Milk,,6.23,,3.76,5.6,0.62,4.26,0.68,
,Cashew Milk,68.0,6.76,2.12,5.94,7.34,0.27,1.38,0.72,
4750.0,2% Milk,66.0,4.54,4.88,4.89,8.62,0.96,6.68,0.61,84.0
4751.0,2% Milk,56.0,6.89,4.41,4.93,5.67,0.18,1.65,0.7,150.0
4752.0,,55.0,0.61,1.04,1.41,6.74,0.58,3.27,0.09,98.0
4753.0,2% Milk,,5.3,2.03,4.29,9.55,0.24,7.65,0.49,
4754.0,,71.0,2.36,0.13,5.1,0.69,0.28,3.0,0.14,97.0
4755.0,Whole Milk,75.0,6.91,,8.79,6.93,0.15,1.11,0.21,99.0
4756.0,Soy Milk,75.0,6.29,4.83,8.27,,0.39,6.21,0.96,127.0
4757.0,Almond Milk,67.0,1.78,0.63,7.16,,0.27,7.71,0.85,129.0
4758.0,Almond Milk,53.0,,1.6,2.69,,0.7,3.43,0.04,90.0
4759.0,Almond Milk,57.0,4.95,1.75,,,0.08,4.66,0.02,138.0
4760.0,2% Milk,55.0,2.81,0.15,1.78,9.48,0.82,,0.71,117.0
4761.0,,49.0,5.76,3.02,,2.42,0.4,4.56,0.76,83.0
4762.0,Whole Milk,79.0,6.91,4.54,11.74,5.09,0.89,,0.06,110.0
4763.0,Whole Milk,52.0,1.01,3.17,3.42,4.4,0.99,3.49,0.69,92.0
4764.0,2% Milk,61.0,4.02,4.01,7.82,5.11,0.47,1.87,,98.0
4765.0,Soy Milk,47.0,2.12,0.2,8.41,5.03,0.68,3.45,0.92,130.0
4766.0,Skim Milk,53.0,4.11,1.76,,1.94,0.65,6.0,0.59,107.0
,Soy Milk,46.0,4.78,1.49,11.59,9.13,0.1,4.85,,144.0
,Whole Milk,47.0,1.45,4.87,4.71,9.71,0.76,3.41,0.04,85.0
4769.0,Skim Milk,72.0,,2.11,11.03,9.0,0.17,7.8,0.71,107.0
,Whole Milk,,6.49,4.28,7.47,4.65,0.76,4.23,0.78,129.0
,Oat Milk,57.0,1.03,1.62,5.03,5.56,0.9,2.21,0.52,97.0
4772.0,,44.0,2.41,1.58,4.44,0.56,0.63,3.93,0.3,118.0
4773.0,Oat Milk,48.0,4.67,0.77,9.9,,0.55,6.31,0.54,92.0
4774.0,2% Milk,52.0,5.91,2.43,10.32,,0.07,1.37,0.1,110.0
4775.0,Soy Milk,74.0,3.3,4.32,11.27,3.44,0.88,5.79,0.68,89.0
4776.0,Whole Milk,49.0,7.22,0.7,5.56,4.96,0.74,2.69,0.25,122.0
4777.0,2% Milk,59.0,2.31,,3.84,8.43,0.89,,0.72,138.0
4778.0,Soy Milk,61.0,1.6,0.64,3.16,8.82,0.9,6.65,0.82,109.0
4779.0,Oat Milk,44.0,2.75,,1.63,3.44,0.11,1.07,0.3,
4780.0,,80.0,5.39,2.91,2.22,0.57,0.34,1.49,0.02,111.0
4781.0,Cashew Milk,58.0,6.47,3.16,6.11,1.81,0.15,7.64,,116.0
4782.0,Almond Milk,69.0,7.79,3.54,11.51,1.05,0.06,2.38,0.73,83.0
4783.0,Oat Milk,57.0,1.28,3.71,9.82,,0.31,7.16,0.81,129.0
4784.0,2% Milk,60.0,6.25,,10.59,1.16,0.67,3.29,0.68,103.0
4785.0,,47.0,,,11.07,6.96,0.14,2.64,0.13,
4786.0,,62.0,5.96,2.51,3.87,8.27,0.02,7.45,,94.0
4787.0,Cashew Milk,,4.16,4.86,1.46,8.25,,4.68,,148.0
4788.0,Almond Milk,78.0,2.98,3.74,1.29,8.77,0.14,4.03,0.15,134.0
4789.0,Skim Milk,47.0,5.04,4.85,9.47,4.0,0.62,7.74,0.01,126.0
4790.0,Coconut Milk,47.0,7.56,2.15,4.68,9.14,0.94,1.16,0.24,107.0
4791.0,Coconut Milk,57.0,0.66,2.69,6.2,5.43,0.45,4.2,0.23,124.0
4792.0,,54.0,2.6,1.99,8.8,2.73,0.95,2.62,0.9,113.0
4793.0,Almond Milk,53.0,3.65,0.66,11.77,9.18,1.0,,0.21,96.0
4794.0,Soy Milk,43.0,1.05,1.69,4.26,3.92,0.24,1.18,0.29,89.0
4795.0,,60.0,1.51,3.38,8.5,3.94,0.97,7.12,0.7,82.0
4796.0,Cashew Milk,51.0,3.02,3.8,3.66,8.63,0.33,3.96,0.83,122.0
4797.0,Soy Milk,44.0,0.81,,4.91,1.36,0.09,5.65,0.3,130.0
4798.0,Cashew Milk,78.0,,0.1,1.73,3.65,0.9,1.63,0.55,135.0
4799.0,,59.0,6.81,,8.03,2.81,,7.28,0.7,106.0
4800.0,2% Milk,55.0,1.43,3.52,1.06,6.51,0.97,2.17,,92.0
4801.0,Almond Milk,59.0,1.08,2.38,3.09,2.41,0.17,6.81,0.34,136.0
4802.0,Soy Milk,65.0,5.25,1.72,10.21,,0.06,6.04,,117.0
4803.0,Almond Milk,47.0,4.05,1.62,6.73,,0.87,7.89,0.19,104.0
4804.0,Skim Milk,66.0,2.87,0.9,9.64,2.71,0.08,4.39,0.14,101.0
4805.0,Cashew Milk,47.0,,4.86,,2.89,0.87,2.85,0.14,84.0
4806.0,Whole Milk,48.0,7.23,0.29,11.76,6.64,0.17,4.69,,139.0
4807.0,Cashew Milk,47.0,5.05,2.83,4.84,7.05,0.67,2.51,0.55,
4808.0,Almond Milk,52.0,6.0,2.19,1.44,4.02,0.49,4.35,0.63,98.0
4809.0,Whole Milk,64.0,0.55,0.71,6.68,2.61,0.76,6.73,0.6,93.0
4810.0,2% Milk,49.0,2.86,3.21,3.66,2.56,,4.7,0.61,140.0
4811.0,Soy Milk,49.0,6.93,3.7,9.15,,0.65,6.25,,118.0
4812.0,Oat Milk,63.0,5.79,1.58,4.14,5.5,0.23,1.71,0.79,105.0
4813.0,Whole Milk,69.0,4.82,,11.57,5.52,,6.4,0.91,100.0
4814.0,Skim Milk,58.0,2.07,0.42,9.33,7.96,0.1,4.63,0.46,132.0
4815.0,Coconut Milk,70.0,4.84,3.16,6.06,4.95,0.86,1.66,0.95,108.0
4816.0,,80.0,7.5,4.03,1.02,2.87,0.4,5.13,0.48,145.0
4817.0,2% Milk,43.0,7.47,3.31,5.41,6.91,0.44,5.35,,97.0
4818.0,Almond Milk,,3.99,2.82,3.14,4.87,0.61,4.81,0.05,145.0
4819.0,Coconut Milk,52.0,4.52,1.67,5.31,,0.84,7.03,0.18,
4820.0,Cashew Milk,54.0,6.99,4.56,2.98,2.8,0.17,4.44,0.63,128.0
4821.0,Skim Milk,64.0,6.82,0.83,10.75,4.35,0.02,7.01,0.95,101.0
4822.0,Cashew Milk,47.0,7.98,0.18,10.81,2.91,0.09,2.61,0.11,112.0
4823.0,Skim Milk,74.0,7.49,2.56,3.12,4.5,0.6,3.66,,
4824.0,,,3.54,3.63,6.22,1.03,0.07,3.76,0.53,115.0
4825.0,Cashew Milk,78.0,6.8,0.44,1.85,1.06,0.79,7.64,0.2,146.0
4826.0,,65.0,2.54,3.77,2.62,2.67,0.4,7.06,,133.0
4827.0,Almond Milk,52.0,3.6,0.84,,3.11,0.79,5.17,0.39,85.0
4828.0,Soy Milk,,1.48,3.88,10.92,5.46,0.63,7.82,0.81,
4829.0,Soy Milk,65.0,1.52,1.37,5.48,2.15,0.43,5.64,,96.0
4830.0,Soy Milk,49.0,0.58,2.04,4.87,2.88,0.29,6.08,0.36,120.0
,,69.0,2.26,1.81,7.9,3.66,0.2,2.86,0.47,86.0
4832.0,,66.0,5.03,3.67,4.89,1.83,,5.26,0.23,146.0
4833.0,2% Milk,57.0,6.93,3.73,1.24,5.78,0.91,6.21,0.06,109.0
4834.0,Almond Milk,65.0,0.9,2.39,10.29,,0.36,7.92,0.8,135.0
4835.0,Oat Milk,74.0,3.8,3.17,5.66,5.01,0.99,4.28,0.43,111.0
4836.0,,40.0,0.6,3.96,,1.13,0.22,,0.42,103.0
4837.0,Cashew Milk,49.0,2.36,1.36,1.99,1.09,0.79,,0.13,150.0
4838.0,Skim Milk,75.0,1.04,2.09,1.99,7.06,,1.66,0.71,101.0
4839.0,2% Milk,58.0,3.19,2.17,1.13,4.63,0.94,1.91,0.17,115.0
4840.0,,77.0,4.11,2.9,6.34,8.34,0.96,7.71,0.14,101.0
4841.0,Soy Milk,,3.59,,4.52,2.31,0.58,,0.1,133.0
4842.0,2% Milk,60.0,,2.61,2.02,9.12,0.71,5.37,0.72,80.0
,Oat Milk,47.0,1.46,2.16,4.93,7.64,0.88,6.4,0.57,113.0
4844.0,Almond Milk,79.0,4.42,4.79,2.71,2.98,0.66,5.21,0.04,149.0
4845.0,Oat Milk,67.0,1.77,4.15,8.55,7.09,0.87,2.0,0.81,86.0
4846.0,Whole Milk,58.0,7.1,3.65,,,0.77,2.85,0.2,102.0
4847.0,Soy Milk,,1.92,1.53,3.25,4.82,0.19,6.69,0.78,123.0
4848.0,Coconut Milk,41.0,2.02,3.65,9.85,1.9,0.52,,0.78,116.0
4849.0,,80.0,7.85,4.6,11.06,3.82,0.06,5.71,0.51,101.0
4850.0,Coconut Milk,,2.86,1.42,2.58,8.71,0.92,2.83,0.97,101.0
4851.0,2% Milk,49.0,6.08,1.54,3.62,5.11,,7.67,0.3,148.0
4852.0,Almond Milk,70.0,,1.44,7.14,8.07,0.07,6.67,0.57,
,Cashew Milk,50.0,3.3,0.72,1.27,4.24,0.81,7.99,0.31,108.0
4854.0,,65.0,3.25,,8.11,3.78,0.14,4.42,0.52,126.0
4855.0,Oat Milk,42.0,,2.3,5.1,7.62,0.91,,0.03,130.0
4856.0,Cashew Milk,62.0,7.01,2.43,3.77,7.01,0.92,2.51,0.97,144.0
4857.0,Soy Milk,72.0,1.93,2.27,8.71,9.65,0.95,6.87,0.0,145.0
4858.0,,59.0,3.56,4.63,7.35,0.6,0.81,2.82,0.03,116.0
4859.0,Skim Milk,61.0,6.56,4.54,6.46,2.7,0.29,,0.18,127.0
4860.0,Cashew Milk,61.0,7.31,2.34,4.08,9.74,0.85,2.91,0.99,148.0
4861.0,Whole Milk,68.0,3.7,0.14,11.76,4.98,0.82,3.77,0.86,115.0
4862.0,Skim Milk,52.0,6.05,,4.68,7.72,0.4,2.22,0.44,117.0
4863.0,Whole Milk,51.0,1.27,,10.52,1.0,0.94,,0.95,111.0
4864.0,Almond Milk,53.0,2.0,1.22,10.11,8.13,0.06,3.52,0.48,103.0
4865.0,Almond Milk,52.0,6.53,0.74,7.79,2.02,0.75,1.04,0.77,125.0
4866.0,Cashew Milk,80.0,1.76,,8.89,6.56,0.66,2.92,0.79,115.0
4867.0,Coconut Milk,61.0,5.71,1.63,5.23,3.73,0.75,4.78,0.68,147.0
4868.0,Soy Milk,51.0,1.49,1.39,,6.95,0.45,4.36,0.86,108.0
4869.0,Soy Milk,71.0,7.33,2.73,1.56,7.85,0.99,2.21,0.7,135.0
4870.0,2% Milk,,6.92,1.34,6.42,,0.97,4.91,0.43,103.0
4871.0,2% Milk,50.0,0.87,4.55,,3.47,0.03,,0.52,124.0
4872.0,Almond Milk,60.0,3.45,3.62,8.78,8.28,0.74,7.3,0.96,100.0
,Whole Milk,59.0,,0.84,11.73,2.31,0.58,,0.21,128.0
4874.0,Skim Milk,52.0,3.3,0.61,8.88,9.22,0.76,7.14,0.82,132.0
4875.0,Cashew Milk,71.0,5.84,2.76,6.51,5.54,0.51,3.19,0.73,140.0
4876.0,Whole Milk,40.0,6.57,0.72,9.12,2.69,0.11,5.71,0.71,
4877.0,Oat Milk,43.0,1.46,3.45,2.28,5.26,0.1,,0.68,
4878.0,Whole Milk,72.0,4.27,1.71,,1.46,0.43,1.84,0.36,80.0
4879.0,Whole Milk,69.0,7.29,1.05,8.88,1.71,0.93,5.74,0.6,111.0
4880.0,Cashew Milk,74.0,1.81,0.27,3.09,2.8,0.93,4.31,0.31,92.0
,,68.0,,1.89,5.13,3.18,,7.41,0.49,123.0
4882.0,Skim Milk,52.0,7.19,2.01,5.23,0.89,0.66,3.49,0.67,89.0
4883.0,Almond Milk,45.0,3.39,2.62,7.09,9.6,0.6,4.7,0.28,103.0
4884.0,Whole Milk,65.0,4.58,4.13,4.67,5.13,0.38,5.9,0.15,144.0
4885.0,2% Milk,66.0,5.68,2.7,7.62,5.46,0.97,5.68,0.75,
4886.0,Almond Milk,46.0,2.16,0.88,2.47,4.93,0.18,2.43,0.41,95.0
4887.0,Oat Milk,66.0,3.61,4.72,6.03,6.12,0.98,1.67,0.57,96.0
,Soy Milk,61.0,0.88,4.78,,6.09,0.75,6.2,0.05,147.0
4889.0,Cashew Milk,79.0,2.3,3.29,10.18,7.89,0.13,1.74,0.07,87.0
4890.0,Skim Milk,44.0,6.62,3.36,11.15,6.03,0.95,3.0,0.78,80.0
4891.0,Cashew Milk,63.0,7.78,4.84,2.97,6.91,0.99,7.91,0.87,117.0
4892.0,Oat Milk,79.0,4.75,3.1,5.8,,,,0.93,118.0
,Almond Milk,49.0,2.63,2.72,9.37,8.5,0.47,7.04,0.9,131.0
4894.0,Whole Milk,75.0,,1.6,4.55,3.13,,5.97,0.15,126.0
4895.0,Cashew Milk,,0.97,0.91,4.17,8.26,0.71,4.57,0.65,96.0
4896.0,Skim Milk,69.0,3.95,4.22,10.36,7.85,0.42,6.63,0.96,92.0
4897.0,Whole Milk,42.0,3.92,0.87,9.92,3.27,0.06,5.58,0.21,135.0
4898.0,Coconut Milk,42.0,6.72,4.83,2.85,3.17,0.8,1.35,0.52,137.0
4899.0,Whole Milk,61.0,5.93,4.92,7.59,,0.98,,0.8,116.0
4900.0,,62.0,1.07,1.5,2.15,9.25,0.63,7.78,0.43,134.0
4901.0,Oat Milk,55.0,6.28,3.25,5.74,5.26,0.54,1.69,0.57,82.0
4902.0,2% Milk,45.0,6.76,2.82,,2.51,0.99,4.05,0.99,142.0
4903.0,Oat Milk,59.0,6.32,,10.57,4.12,0.22,6.37,0.24,86.0
4904.0,,67.0,5.0,4.2,11.16,2.76,0.53,5.29,0.77,142.0
4905.0,Whole Milk,,0.77,2.99,2.11,9.01,0.0,4.99,,113.0
4906.0,Oat Milk,,1.09,2.79,,5.79,0.31,5.02,0.4,100.0
4907.0,Cashew Milk,41.0,7.65,1.05,8.63,5.67,0.35,3.5,0.89,93.0
4908.0,Skim Milk,69.0,3.38,0.9,5.18,4.71,0.91,2.64,0.4,144.0
4909.0,Oat Milk,60.0,7.3,2.11,,0.94,0.89,5.33,0.41,136.0
4910.0,,73.0,6.51,1.24,5.69,,0.26,2.07,0.39,
4911.0,Coconut Milk,47.0,,0.3,3.27,2.43,0.45,5.38,0.44,145.0
4912.0,Soy Milk,78.0,6.76,1.33,2.83,5.82,0.32,2.56,,89.0
4913.0,Whole Milk,,1.04,3.41,1.09,1.4,0.07,6.71,0.79,135.0
4914.0,Oat Milk,67.0,5.83,3.27,7.22,3.78,0.91,2.74,0.34,100.0
,2% Milk,55.0,1.26,4.8,,8.35,0.88,2.22,,132.0
4916.0,Skim Milk,73.0,7.65,2.13,,2.25,0.29,1.36,0.31,83.0
4917.0,Oat Milk,50.0,7.18,1.33,8.58,5.72,0.75,1.05,0.61,89.0
4918.0,Cashew Milk,,3.32,4.59,2.03,,0.26,7.18,,80.0
4919.0,Oat Milk,52.0,0.65,4.39,10.59,9.62,0.97,2.11,0.1,125.0
4920.0,2% Milk,62.0,3.57,3.4,5.79,9.53,0.46,,0.4,127.0
4921.0,Coconut Milk,72.0,7.38,2.06,1.25,1.82,,3.86,0.55,89.0
4922.0,Soy Milk,46.0,5.07,1.45,3.6,,0.75,5.33,0.91,96.0
4923.0,2% Milk,53.0,0.51,1.44,9.32,4.35,0.8,3.3,0.94,84.0
4924.0,2% Milk,54.0,3.8,1.7,,5.6,0.44,,0.54,130.0
4925.0,Almond Milk,57.0,4.67,3.91,2.24,6.25,,4.87,0.28,105.0
4926.0,Oat Milk,75.0,5.61,3.0,2.96,4.99,0.75,1.85,0.33,130.0
4927.0,Whole Milk,69.0,6.81,2.4,8.41,3.89,0.2,,0.25,144.0
4928.0,,72.0,4.34,0.81,6.11,0.8,0.48,,0.66,112.0
,,74.0,5.46,0.23,5.78,5.03,,6.83,0.84,128.0
4930.0,2% Milk,69.0,1.42,4.9,2.79,5.75,0.65,6.16,0.02,92.0
4931.0,2% Milk,40.0,6.84,0.87,1.72,3.61,0.46,4.98,0.86,93.0
4932.0,Cashew Milk,53.0,4.66,1.94,2.06,7.52,0.34,5.88,0.27,103.0
4933.0,Soy Milk,52.0,,3.63,6.92,,0.3,7.23,0.99,129.0
4934.0,Skim Milk,69.0,6.45,0.27,7.82,5.81,0.04,,0.75,148.0
4935.0,Skim Milk,67.0,7.9,3.32,4.16,7.29,0.83,3.82,0.51,134.0
4936.0,Coconut Milk,55.0,7.4,4.19,3.04,3.9,,5.5,0.76,
4937.0,Whole Milk,61.0,2.89,0.92,10.06,3.25,0.72,7.66,0.49,120.0
4938.0,Skim Milk,64.0,,3.14,10.61,8.82,0.89,6.77,0.75,140.0
4939.0,2% Milk,80.0,3.33,2.83,2.26,9.6,0.38,,0.44,
4940.0,Skim Milk,75.0,4.24,2.62,3.94,1.78,0.69,,,120.0
4941.0,Almond Milk,49.0,2.11,2.38,11.8,7.06,0.19,,0.01,124.0
4942.0,Almond Milk,41.0,,,5.71,7.84,0.03,1.39,0.25,102.0
4943.0,Almond Milk,43.0,1.12,,9.98,9.91,0.5,2.39,0.31,88.0
,Whole Milk,73.0,,4.36,10.43,2.23,0.87,5.79,0.51,94.0
4945.0,2% Milk,72.0,5.1,2.32,8.21,3.2,0.86,3.13,,80.0
4946.0,Soy Milk,58.0,7.66,0.68,5.24,1.31,0.32,4.48,0.68,96.0
4947.0,,50.0,2.72,0.81,7.6,3.36,0.53,1.37,0.52,
4948.0,Skim Milk,45.0,7.13,4.44,8.86,5.51,0.09,4.99,0.57,102.0
4949.0,2% Milk,80.0,4.37,4.51,6.47,2.35,0.19,2.57,0.4,
4950.0,Soy Milk,44.0,4.21,4.58,7.66,4.02,0.17,7.22,0.47,87.0
,Coconut Milk,,4.99,3.53,2.58,4.72,0.14,2.6,0.33,81.0
4952.0,Soy Milk,,6.91,,10.25,2.91,0.22,6.53,0.35,95.0
4953.0,Cashew Milk,63.0,7.27,3.41,7.89,1.46,0.39,1.6,,88.0
4954.0,Skim Milk,54.0,3.78,0.71,10.2,1.19,0.25,2.1,0.47,113.0
4955.0,Almond Milk,,,3.28,3.52,2.45,,6.81,0.16,94.0
4956.0,Soy Milk,51.0,3.49,2.12,,9.07,0.39,4.75,0.16,128.0
4957.0,2% Milk,66.0,1.66,,10.76,,0.3,,0.32,116.0
4958.0,Whole Milk,44.0,0.87,3.19,3.11,,0.82,3.67,0.53,
4959.0,Whole Milk,44.0,,4.4,11.09,2.29,0.36,4.55,0.71,82.0
,,61.0,1.21,1.45,8.63,4.99,0.9,3.88,0.65,122.0
4961.0,Whole Milk,40.0,6.23,0.92,9.34,5.5,0.84,3.52,0.44,105.0
4962.0,Skim Milk,65.0,4.07,,11.38,3.63,0.69,1.36,,136.0
4963.0,Coconut Milk,59.0,,1.21,4.69,0.78,,2.9,0.18,111.0
4964.0,,74.0,3.84,3.63,10.32,5.02,0.16,2.86,0.48,136.0
4965.0,,79.0,0.95,4.91,11.8,6.5,0.91,7.46,0.34,90.0
4966.0,2% Milk,70.0,7.69,0.17,11.31,5.51,0.47,3.45,0.09,141.0
4967.0,,49.0,1.6,2.98,7.9,9.49,0.53,,,
4968.0,Skim Milk,,6.84,4.81,1.2,6.57,0.02,6.83,0.23,87.0
,Coconut Milk,55.0,2.28,3.98,7.2,6.96,0.91,3.94,0.85,80.0
4970.0,,42.0,4.67,3.33,5.58,1.67,0.3,5.24,0.78,117.0
,Oat Milk,53.0,2.92,0.41,7.31,4.03,0.12,4.89,0.09,112.0
4972.0,Oat Milk,56.0,3.83,3.29,3.91,7.72,0.94,6.8,0.21,141.0
4973.0,Whole Milk,48.0,1.6,4.97,10.28,2.53,0.62,1.41,0.04,107.0
4974.0,Oat Milk,43.0,1.83,4.86,6.12,9.22,0.4,3.07,0.69,101.0
4975.0,Cashew Milk,63.0,2.65,1.6,5.3,9.57,,,0.62,146.0
4976.0,2% Milk,40.0,3.92,2.7,5.71,1.09,0.24,6.86,0.69,98.0
4977.0,Skim Milk,47.0,2.5,1.69,6.09,9.1,0.33,7.27,0.62,86.0
4978.0,Oat Milk,61.0,2.31,1.17,2.81,8.18,0.21,6.31,0.94,88.0
4979.0,Oat Milk,41.0,0.56,3.03,9.73,1.08,0.63,6.01,0.27,96.0
4980.0,Oat Milk,59.0,6.45,3.23,11.01,3.87,0.82,6.56,0.32,145.0
4981.0,Cashew Milk,58.0,,2.4,1.06,,0.57,4.63,0.32,125.0
4982.0,Coconut Milk,70.0,5.57,1.24,1.21,0.68,,2.42,0.65,96.0
4983.0,2% Milk,49.0,0.74,3.53,3.95,6.28,0.9,1.45,0.58,103.0
4984.0,Almond Milk,78.0,3.83,1.74,7.67,,,3.74,0.37,
4985.0,Cashew Milk,57.0,6.87,1.38,2.84,7.41,0.03,,0.18,126.0
4986.0,Skim Milk,54.0,1.5,4.55,7.33,,0.6,6.36,0.39,114.0
4987.0,Soy Milk,,3.63,2.1,5.27,1.13,0.78,2.54,0.63,110.0
,Almond Milk,55.0,1.35,1.78,11.87,8.61,0.78,2.7,0.03,129.0
4989.0,Skim Milk,49.0,3.67,,9.38,6.38,0.51,6.89,0.91,133.0
4990.0,2% Milk,45.0,,3.17,8.67,,0.09,1.11,,104.0
4991.0,Cashew Milk,,6.51,,,9.06,,6.45,0.34,127.0
,Cashew Milk,74.0,0.63,0.14,1.39,0.88,0.45,2.17,0.81,145.0
4993.0,Skim Milk,57.0,,2.26,3.27,6.94,0.75,4.47,,102.0
4994.0,Whole Milk,54.0,1.66,2.29,7.68,4.2,0.24,4.84,0.79,101.0
4995.0,2% Milk,44.0,7.45,3.17,,4.81,0.29,4.72,0.28,138.0
4996.0,2% Milk,60.0,1.09,4.76,3.61,6.06,0.8,3.35,0.16,106.0
4997.0,,65.0,0.87,3.9,1.32,3.76,0.78,4.58,0.28,121.0
4998.0,2% Milk,77.0,2.03,3.08,7.04,6.12,0.56,,0.21,116.0
4999.0,Almond Milk,63.0,,3.9,11.46,1.14,0.52,1.91,0.56,150.0
,Almond Milk,75.0,3.72,3.14,11.37,,0.69,2.96,0.65,
5001.0,Soy Milk,59.0,3.83,4.32,1.99,8.19,0.26,1.37,0.5,
5002.0,Soy Milk,55.0,6.12,2.43,7.03,7.44,0.35,1.93,0.55,
,Coconut Milk,59.0,5.71,3.28,,6.82,0.88,4.13,0.21,149.0
5004.0,Coconut Milk,56.0,5.96,2.97,11.66,8.67,0.76,,0.97,132.0
5005.0,Soy Milk,50.0,3.01,4.35,4.48,6.25,0.02,,0.05,120.0
,Almond Milk,,3.05,4.6,8.34,9.76,,2.33,0.4,94.0
5007.0,Soy Milk,52.0,2.19,3.76,11.5,3.5,0.64,5.91,0.18,121.0
5008.0,Cashew Milk,79.0,1.84,1.2,6.79,0.93,0.27,5.55,0.6,95.0
5009.0,Whole Milk,53.0,,3.9,5.83,,,1.16,0.15,110.0
5010.0,2% Milk,47.0,,0.93,3.27,0.59,0.05,7.97,0.07,
5011.0,Whole Milk,47.0,2.25,4.48,5.56,9.89,0.02,7.14,0.28,117.0
5012.0,Coconut Milk,45.0,6.35,1.81,7.26,6.4,,1.67,0.29,111.0
5013.0,Soy Milk,43.0,4.17,4.04,11.34,4.8,0.15,4.12,0.63,
,Soy Milk,57.0,2.0,1.79,8.51,6.99,,4.88,0.1,
5015.0,Almond Milk,75.0,6.37,0.98,5.25,0.83,0.85,5.27,0.63,108.0
,Cashew Milk,,3.45,3.36,8.6,7.12,0.39,6.25,0.73,119.0
5017.0,2% Milk,64.0,5.5,1.18,8.89,4.26,0.07,5.31,0.42,135.0
5018.0,Soy Milk,60.0,2.35,0.62,10.58,1.49,0.49,5.84,0.67,119.0
5019.0,Cashew Milk,78.0,6.43,,2.18,,,1.16,0.17,
5020.0,Oat Milk,66.0,7.3,1.0,10.72,8.92,0.51,6.86,,
5021.0,Coconut Milk,67.0,4.56,4.87,1.8,5.25,0.27,,0.16,96.0
