Id,Product Name,Energy (kcal),Fat Proportion (g),Saturated Fat (g),Carbohydrates (g),Sugars (g),Fiber (g),Protein (g),Salt (g),Calcium (mg)
6550.0,Whole Milk,54.0,4.09,2.74,,5.81,0.63,1.84,0.67,131.0
6551.0,Soy Milk,,3.51,2.51,3.47,0.89,0.81,,,119.0
6552.0,Coconut Milk,58.0,5.05,,4.43,5.22,,5.06,0.34,127.0
6553.0,Cashew Milk,61.0,4.43,,1.31,,0.97,1.23,0.67,145.0
6554.0,Oat Milk,49.0,6.97,3.25,10.32,1.17,0.3,1.91,0.96,123.0
6555.0,Cashew Milk,73.0,7.45,2.47,1.95,2.88,0.87,6.56,0.26,114.0
6556.0,Soy Milk,57.0,3.45,3.36,,6.97,,1.46,0.47,139.0
6557.0,Cashew Milk,57.0,6.97,1.46,6.24,8.34,0.56,5.88,,134.0
6558.0,2% Milk,,5.72,1.34,9.03,7.31,0.11,7.17,0.64,94.0
6559.0,2% Milk,80.0,5.66,2.24,11.43,9.2,0.65,2.68,0.38,120.0
,Coconut Milk,,6.32,4.13,6.3,2.02,0.31,2.04,0.51,140.0
6561.0,Soy Milk,55.0,6.66,,3.42,7.98,0.35,3.22,0.43,100.0
6562.0,Cashew Milk,72.0,4.88,4.1,,7.69,0.68,2.2,0.67,135.0
6563.0,Coconut Milk,53.0,3.78,1.14,1.16,,0.01,4.84,0.99,
6564.0,Soy Milk,51.0,4.37,4.14,2.68,,0.91,4.64,0.01,91.0
6565.0,2% Milk,,7.42,0.88,2.01,,0.65,2.4,,119.0
6566.0,Skim Milk,74.0,4.32,4.66,9.56,9.61,0.05,1.89,,116.0
6567.0,2% Milk,53.0,0.72,,7.11,3.93,0.98,6.53,,88.0
6568.0,Skim Milk,42.0,4.73,4.89,7.06,1.12,0.81,,0.93,80.0
6569.0,Skim Milk,75.0,3.87,1.18,,9.16,0.32,2.45,0.31,85.0
6570.0,Oat Milk,55.0,7.86,3.06,11.06,1.47,0.66,4.14,0.54,97.0
6571.0,Skim Milk,73.0,5.9,3.67,10.73,7.07,0.22,6.86,0.04,99.0
6572.0,Cashew Milk,,7.86,,8.07,3.83,0.96,1.01,0.4,91.0
6573.0,Skim Milk,67.0,0.62,,10.08,6.24,0.45,5.23,0.07,143.0
6574.0,2% Milk,77.0,,2.66,5.01,7.61,0.31,2.26,,92.0
6575.0,Almond Milk,79.0,4.93,0.47,5.84,4.16,0.09,5.96,0.89,85.0
6576.0,Almond Milk,74.0,5.6,3.55,3.97,5.2,0.19,2.88,0.28,130.0
6577.0,,56.0,,2.85,,2.47,,3.3,0.77,106.0
6578.0,Whole Milk,,5.95,1.72,2.14,4.67,0.4,5.3,0.15,113.0
6579.0,Almond Milk,43.0,4.69,3.99,1.38,3.81,0.13,,0.43,149.0
6580.0,Cashew Milk,61.0,4.94,4.91,1.58,6.46,,1.26,,87.0
6581.0,Cashew Milk,42.0,3.46,0.18,5.11,9.93,0.23,5.02,0.09,143.0
6582.0,Almond Milk,64.0,6.1,3.33,4.6,1.74,0.31,7.15,0.56,137.0
6583.0,Cashew Milk,64.0,0.99,1.42,4.71,5.77,0.91,,0.53,84.0
6584.0,Skim Milk,,4.72,4.94,4.39,7.95,0.12,4.28,0.28,80.0
6585.0,Skim Milk,47.0,5.0,4.8,1.3,8.46,0.72,,0.25,150.0
6586.0,2% Milk,41.0,,0.45,8.93,9.95,0.28,,0.31,147.0
6587.0,Coconut Milk,,5.46,,10.92,9.7,0.95,,0.43,
6588.0,Coconut Milk,60.0,5.47,1.14,,2.13,0.48,5.99,0.8,131.0
6589.0,Coconut Milk,45.0,6.43,3.63,11.41,1.43,0.7,6.07,0.96,125.0
6590.0,Coconut Milk,58.0,2.46,,9.23,0.66,0.28,3.06,0.82,91.0
6591.0,Whole Milk,72.0,3.42,0.61,7.38,1.78,0.93,1.74,0.27,116.0
,Cashew Milk,59.0,2.06,4.93,10.52,7.85,0.36,6.29,0.9,113.0
,,51.0,2.84,1.19,9.96,,0.32,6.23,0.63,85.0
6594.0,Oat Milk,54.0,1.55,4.0,3.5,0.64,0.93,1.98,,112.0
6595.0,,73.0,2.9,4.04,10.04,4.09,0.63,2.59,0.01,121.0
6596.0,Whole Milk,46.0,4.55,1.63,11.36,3.38,,7.59,0.9,124.0
6597.0,Skim Milk,,5.26,4.26,5.77,6.86,0.44,4.0,0.6,118.0
6598.0,Almond Milk,77.0,0.52,3.54,10.52,2.99,0.21,,0.38,108.0
6599.0,2% Milk,55.0,7.42,1.97,4.95,8.63,0.81,2.04,0.12,92.0
6600.0,Cashew Milk,53.0,7.16,,9.75,2.74,0.41,4.18,0.81,
6601.0,Oat Milk,70.0,6.55,3.93,10.56,6.57,,7.8,0.68,99.0
6602.0,Coconut Milk,53.0,4.63,3.96,3.91,7.92,,3.92,0.84,
6603.0,Soy Milk,68.0,3.6,2.14,3.81,6.23,0.57,6.03,0.91,148.0
6604.0,Oat Milk,,1.66,4.66,11.01,8.26,0.46,5.97,,106.0
6605.0,Cashew Milk,40.0,5.03,1.32,5.41,9.96,0.13,1.83,0.69,127.0
6606.0,Soy Milk,62.0,7.79,4.21,7.59,4.08,,6.1,0.3,144.0
6607.0,Coconut Milk,68.0,,2.09,9.68,3.03,0.8,5.98,0.59,107.0
,Cashew Milk,51.0,4.31,2.01,,5.14,,6.75,0.21,136.0
6609.0,Cashew Milk,,4.34,2.05,8.63,1.1,0.47,2.65,0.5,117.0
6610.0,2% Milk,67.0,3.84,0.31,7.4,7.49,0.15,5.6,0.93,115.0
6611.0,,55.0,1.4,4.83,11.39,2.99,0.88,2.37,0.96,83.0
6612.0,Almond Milk,,4.79,3.6,2.65,3.37,,6.29,0.74,90.0
6613.0,Almond Milk,58.0,5.62,2.12,8.43,9.38,0.8,,0.54,99.0
6614.0,2% Milk,49.0,3.97,1.23,7.7,4.95,0.01,6.51,0.93,80.0
,Whole Milk,62.0,3.1,4.88,7.34,8.66,0.83,3.95,0.94,82.0
6616.0,2% Milk,48.0,0.61,3.65,3.18,9.8,0.19,4.92,0.93,82.0
6617.0,Whole Milk,77.0,7.42,1.96,10.2,4.01,0.72,,0.25,98.0
6618.0,Whole Milk,73.0,2.11,0.59,2.52,5.93,0.1,7.28,0.3,88.0
6619.0,Coconut Milk,75.0,7.28,0.73,4.34,7.51,0.01,4.36,0.18,117.0
6620.0,Oat Milk,48.0,1.53,4.29,9.72,,0.97,4.83,0.73,128.0
6621.0,Almond Milk,70.0,2.27,1.45,,1.38,0.1,6.42,0.23,90.0
6622.0,Cashew Milk,64.0,7.26,1.44,1.27,,0.2,,,134.0
6623.0,,52.0,5.8,4.02,2.23,4.92,0.27,5.41,0.64,84.0
,,45.0,6.28,,9.91,1.59,,,0.66,94.0
6625.0,Oat Milk,,0.8,,1.72,9.28,0.04,3.38,0.13,121.0
6626.0,Soy Milk,58.0,5.15,0.29,3.82,5.16,0.51,5.44,0.78,105.0
6627.0,Skim Milk,,1.41,0.56,11.38,6.11,0.92,4.87,0.47,117.0
6628.0,Cashew Milk,69.0,4.36,3.16,10.04,9.05,,4.29,0.62,128.0
6629.0,Skim Milk,,6.99,3.01,7.52,3.46,0.19,7.29,0.59,134.0
6630.0,Oat Milk,48.0,5.1,,5.54,9.63,0.75,6.23,0.51,95.0
6631.0,Cashew Milk,52.0,7.14,,11.76,1.14,0.06,5.81,0.09,135.0
6632.0,Skim Milk,57.0,5.63,2.87,4.51,3.97,0.92,2.16,0.56,148.0
6633.0,,47.0,7.44,2.85,11.2,,,3.96,0.48,124.0
,,74.0,6.46,4.42,7.83,1.7,0.46,2.67,0.78,138.0
6635.0,Cashew Milk,45.0,5.7,0.82,3.21,0.99,0.61,6.11,,80.0
6636.0,Skim Milk,48.0,5.67,4.22,6.13,9.05,1.0,3.49,0.21,
6637.0,Oat Milk,,3.82,3.28,9.48,3.48,0.05,6.67,0.84,102.0
6638.0,Soy Milk,72.0,3.37,3.57,,0.75,0.8,6.79,0.69,
6639.0,Oat Milk,69.0,0.79,0.18,6.15,9.27,0.71,5.93,,81.0
6640.0,Oat Milk,74.0,7.3,3.78,2.98,1.99,,5.86,,141.0
6641.0,Coconut Milk,48.0,5.67,1.83,5.74,6.75,0.14,7.37,0.35,93.0
6642.0,2% Milk,51.0,5.42,,,4.2,0.28,,0.51,140.0
6643.0,Soy Milk,73.0,4.46,4.94,8.17,3.26,0.82,6.6,0.86,111.0
6644.0,,47.0,5.42,0.74,8.83,5.26,0.15,2.28,0.93,120.0
6645.0,Whole Milk,,5.69,1.96,1.75,2.86,0.85,2.39,0.55,144.0
6646.0,,70.0,3.17,0.48,3.51,,0.45,7.68,0.41,102.0
6647.0,Oat Milk,62.0,2.22,2.4,7.32,6.96,0.65,1.1,0.45,138.0
6648.0,Almond Milk,44.0,7.41,1.04,11.77,0.55,0.94,6.11,0.4,118.0
6649.0,Skim Milk,74.0,1.6,4.9,3.92,6.61,0.4,6.17,0.55,100.0
6650.0,Almond Milk,69.0,1.03,0.36,8.22,8.55,,2.6,0.96,96.0
6651.0,Whole Milk,74.0,6.72,3.91,8.99,6.3,0.71,2.61,0.04,90.0
6652.0,Almond Milk,66.0,3.63,1.28,5.97,9.14,0.96,7.97,0.5,
6653.0,Skim Milk,,7.77,4.53,9.63,7.54,0.96,1.12,0.91,
6654.0,Soy Milk,45.0,3.63,2.63,11.35,0.62,,6.88,0.89,103.0
6655.0,Almond Milk,78.0,,4.54,2.93,6.73,0.98,1.08,0.71,141.0
6656.0,Oat Milk,57.0,3.18,0.23,10.01,2.02,0.7,7.61,0.29,112.0
6657.0,Coconut Milk,69.0,1.32,1.55,7.51,8.45,0.06,7.06,0.04,148.0
,Cashew Milk,46.0,7.14,0.11,1.44,,0.79,3.93,0.44,99.0
6659.0,Cashew Milk,46.0,7.55,2.7,3.76,,0.83,6.28,0.19,82.0
6660.0,2% Milk,64.0,7.98,4.32,6.54,4.31,,3.77,0.11,137.0
6661.0,,73.0,5.39,2.59,10.45,8.99,0.86,7.26,0.61,149.0
6662.0,Soy Milk,47.0,5.36,4.69,1.81,9.21,0.13,4.83,0.35,120.0
6663.0,Coconut Milk,48.0,6.88,0.54,2.66,6.77,0.47,4.79,0.63,114.0
6664.0,Oat Milk,79.0,7.7,1.73,10.89,8.12,,7.03,,141.0
6665.0,Almond Milk,77.0,5.89,3.0,10.08,9.74,0.32,2.83,0.76,111.0
6666.0,,71.0,3.4,4.07,5.8,1.62,0.25,3.31,0.91,107.0
6667.0,Soy Milk,,0.79,1.61,6.71,2.95,0.31,7.36,0.1,110.0
6668.0,Whole Milk,61.0,4.72,3.34,9.86,6.45,0.6,2.91,0.37,135.0
6669.0,Coconut Milk,80.0,1.42,,2.06,4.58,0.37,6.33,0.05,103.0
6670.0,Whole Milk,41.0,1.53,1.38,5.66,,0.61,4.22,0.45,
6671.0,Cashew Milk,75.0,3.69,0.18,6.93,5.39,0.84,,0.65,121.0
6672.0,Coconut Milk,47.0,4.94,0.31,2.19,7.49,0.38,4.12,0.85,97.0
6673.0,Whole Milk,,3.09,1.57,5.47,6.44,0.48,4.54,0.1,136.0
6674.0,Whole Milk,,4.18,3.68,5.41,8.79,0.3,3.42,0.5,94.0
6675.0,Soy Milk,65.0,4.05,4.78,1.85,7.37,0.91,4.29,0.69,142.0
6676.0,2% Milk,57.0,3.91,4.04,11.28,9.49,0.74,6.02,0.04,116.0
6677.0,Coconut Milk,74.0,,3.55,6.89,,0.65,6.69,0.65,125.0
6678.0,Cashew Milk,70.0,5.55,4.36,5.53,0.97,,3.42,0.06,126.0
6679.0,Almond Milk,57.0,6.11,0.58,7.7,7.94,,4.89,0.39,98.0
,Almond Milk,51.0,7.02,4.51,2.9,5.02,0.18,7.21,0.05,140.0
6681.0,2% Milk,48.0,0.82,0.94,9.1,0.89,0.94,4.28,0.42,84.0
6682.0,2% Milk,51.0,2.91,,10.46,5.58,0.24,7.57,0.64,124.0
,,74.0,7.13,4.09,10.03,2.57,0.19,,0.85,126.0
6684.0,Coconut Milk,,4.16,2.45,6.8,2.35,0.05,3.5,0.85,
6685.0,Oat Milk,58.0,2.15,4.93,3.92,,,5.34,0.75,114.0
6686.0,Cashew Milk,75.0,4.17,4.81,,7.45,0.69,6.94,0.09,111.0
6687.0,Oat Milk,,3.11,3.96,6.68,3.48,0.49,4.36,0.44,
6688.0,Whole Milk,63.0,1.83,3.61,,3.0,0.84,6.43,0.84,143.0
6689.0,Oat Milk,63.0,,3.57,11.01,2.4,0.2,5.55,0.35,131.0
6690.0,2% Milk,59.0,6.83,4.76,,2.44,0.33,4.92,,116.0
6691.0,2% Milk,67.0,4.96,1.92,1.22,4.04,0.48,3.57,0.97,116.0
6692.0,Skim Milk,61.0,5.76,0.16,11.72,0.6,,,,131.0
6693.0,Coconut Milk,41.0,7.9,3.12,4.81,2.56,0.92,1.53,0.69,
6694.0,Soy Milk,79.0,5.74,3.94,1.18,0.65,0.66,,0.78,110.0
6695.0,Soy Milk,72.0,,2.46,2.4,5.92,0.1,7.89,0.5,85.0
6696.0,Whole Milk,55.0,3.17,3.99,7.01,,,4.9,,122.0
6697.0,Skim Milk,53.0,,3.4,3.3,0.72,0.47,4.02,0.03,140.0
6698.0,Whole Milk,48.0,1.69,4.37,3.92,0.95,0.39,6.75,0.54,
6699.0,Soy Milk,55.0,2.97,4.35,10.67,4.97,,4.51,,137.0
6700.0,Almond Milk,,2.11,1.53,3.78,7.61,,5.95,0.59,103.0
6701.0,Skim Milk,77.0,6.02,3.98,,5.13,,4.7,0.46,138.0
6702.0,,66.0,1.82,3.74,2.71,3.92,0.64,3.74,0.73,130.0
6703.0,Oat Milk,63.0,1.76,0.6,9.12,6.84,0.59,6.34,0.2,138.0
6704.0,Coconut Milk,58.0,2.03,2.94,8.93,7.75,0.47,7.94,,80.0
6705.0,Soy Milk,79.0,2.77,4.82,8.58,1.82,0.44,3.74,0.35,141.0
6706.0,Coconut Milk,63.0,5.83,3.67,7.5,3.24,0.37,6.86,0.41,140.0
6707.0,Whole Milk,60.0,4.66,2.34,3.24,6.09,0.65,5.29,0.91,108.0
6708.0,Almond Milk,60.0,6.16,1.58,3.86,1.04,0.06,7.12,0.62,88.0
6709.0,Soy Milk,69.0,4.94,1.36,5.93,7.11,,1.28,0.19,132.0
,Oat Milk,66.0,6.45,2.46,6.4,7.87,0.54,4.48,0.57,
,Whole Milk,56.0,4.25,1.15,8.17,3.85,0.37,7.93,0.59,125.0
6712.0,2% Milk,72.0,7.6,2.09,4.45,3.72,0.29,5.54,0.26,80.0
6713.0,2% Milk,47.0,0.68,1.87,3.1,6.74,,6.49,0.59,84.0
6714.0,Almond Milk,43.0,4.61,4.2,2.01,2.4,0.16,4.06,,149.0
6715.0,Soy Milk,53.0,1.21,3.4,1.46,8.2,0.87,3.41,0.53,131.0
6716.0,Soy Milk,75.0,6.37,2.94,3.94,2.47,0.52,6.86,0.08,140.0
6717.0,Cashew Milk,80.0,0.81,4.61,10.02,9.53,,5.44,0.45,101.0
6718.0,Soy Milk,75.0,4.42,1.21,3.59,8.22,0.37,4.92,0.96,126.0
,Coconut Milk,66.0,5.17,2.77,8.82,6.09,0.19,7.7,0.35,
6720.0,Almond Milk,41.0,3.91,1.72,10.76,2.36,0.62,7.15,0.9,98.0
6721.0,Soy Milk,,6.17,1.95,4.68,8.19,1.0,1.7,0.86,102.0
6722.0,2% Milk,,3.86,1.05,4.62,4.23,0.61,3.63,0.5,105.0
6723.0,2% Milk,73.0,3.2,,8.97,6.66,0.29,,0.18,133.0
6724.0,Whole Milk,70.0,1.43,3.8,3.96,8.77,,1.98,0.54,
6725.0,Soy Milk,43.0,3.91,0.12,10.74,4.45,0.86,6.82,0.18,83.0
6726.0,Skim Milk,60.0,7.61,2.64,7.07,0.51,0.93,5.31,,129.0
6727.0,2% Milk,80.0,5.93,0.48,1.15,4.56,0.09,2.48,0.67,101.0
6728.0,Coconut Milk,65.0,1.36,2.66,10.77,0.75,0.35,,0.73,146.0
6729.0,,52.0,4.5,3.65,10.62,5.7,0.16,6.36,0.32,99.0
6730.0,Soy Milk,49.0,6.53,1.15,,2.16,0.47,3.04,,
6731.0,Whole Milk,74.0,,0.46,4.67,7.71,0.26,3.67,0.71,115.0
6732.0,2% Milk,40.0,2.83,3.46,1.78,4.48,0.33,4.67,0.29,132.0
6733.0,Coconut Milk,46.0,6.16,3.71,5.49,6.97,0.8,7.0,0.58,140.0
6734.0,2% Milk,79.0,7.2,,2.7,8.21,0.98,3.55,0.34,
6735.0,Cashew Milk,68.0,6.78,,9.1,6.03,0.83,7.77,0.1,134.0
6736.0,Almond Milk,75.0,2.5,1.33,7.36,8.55,0.69,5.63,0.36,129.0
6737.0,Cashew Milk,46.0,2.62,2.14,2.59,4.78,,1.1,0.93,140.0
6738.0,,57.0,,4.29,,6.47,0.97,5.26,0.71,103.0
6739.0,Oat Milk,54.0,6.59,2.7,9.83,3.15,,2.61,0.02,
6740.0,Oat Milk,,6.5,4.26,1.73,9.73,0.73,1.56,0.48,135.0
6741.0,2% Milk,,3.23,2.57,2.38,7.89,0.58,2.44,0.15,133.0
6742.0,Coconut Milk,65.0,6.8,0.51,,7.74,0.05,3.91,0.1,143.0
6743.0,Coconut Milk,71.0,6.6,0.35,7.88,6.58,0.58,,0.6,88.0
6744.0,Cashew Milk,65.0,7.09,1.04,10.03,9.26,0.16,5.86,0.14,120.0
6745.0,Almond Milk,64.0,,3.73,6.48,,0.17,4.45,0.93,113.0
6746.0,Almond Milk,70.0,1.55,4.54,4.76,7.41,0.78,4.07,0.82,96.0
6747.0,Coconut Milk,53.0,6.74,0.76,5.13,2.74,,2.18,0.42,
6748.0,Oat Milk,57.0,3.89,0.35,1.77,5.7,0.98,2.56,0.68,
6749.0,Almond Milk,43.0,1.47,0.45,1.43,0.55,0.98,2.41,0.62,105.0
6750.0,Skim Milk,54.0,4.95,2.81,5.84,6.47,0.11,5.74,0.85,92.0
6751.0,Whole Milk,41.0,2.5,3.65,1.93,0.86,0.32,3.39,0.98,117.0
6752.0,Coconut Milk,50.0,0.9,4.05,3.76,3.47,0.51,5.07,0.1,130.0
6753.0,Cashew Milk,57.0,4.26,2.2,,6.94,0.97,4.98,0.44,118.0
6754.0,Coconut Milk,70.0,6.9,3.83,10.51,8.72,0.65,4.04,0.26,148.0
6755.0,,76.0,5.01,0.87,9.86,,,7.2,0.32,129.0
6756.0,Oat Milk,43.0,2.42,2.74,3.67,7.93,0.26,7.06,0.83,131.0
6757.0,Coconut Milk,73.0,3.42,1.91,11.82,9.65,0.93,4.76,0.96,113.0
6758.0,Oat Milk,70.0,2.64,2.99,9.28,4.76,0.15,6.94,0.94,
6759.0,Cashew Milk,70.0,2.35,4.02,10.29,2.34,0.68,5.1,0.28,101.0
6760.0,Soy Milk,70.0,3.23,0.85,,4.97,0.42,6.11,0.29,143.0
6761.0,Oat Milk,49.0,6.86,2.79,5.21,6.45,0.67,4.1,0.5,97.0
6762.0,Soy Milk,77.0,1.0,0.74,7.08,9.65,0.33,7.68,0.97,85.0
6763.0,Soy Milk,76.0,1.33,1.39,6.67,5.08,0.38,2.14,0.64,139.0
,2% Milk,52.0,4.46,2.69,10.78,9.88,0.39,4.7,0.4,95.0
6765.0,Cashew Milk,59.0,6.77,3.18,4.06,8.07,0.07,7.3,0.74,124.0
6766.0,Cashew Milk,68.0,4.72,0.61,3.05,2.46,0.12,4.12,,116.0
6767.0,Skim Milk,40.0,7.01,4.65,9.1,1.57,,2.45,0.19,134.0
6768.0,Whole Milk,78.0,0.61,0.32,10.2,2.93,0.48,6.69,0.45,108.0
,Soy Milk,79.0,4.57,3.1,7.56,9.37,0.98,5.48,0.04,138.0
6770.0,Coconut Milk,,2.02,4.48,10.95,8.68,0.03,2.44,0.13,131.0
6771.0,Cashew Milk,,6.53,,7.51,4.51,0.31,3.68,0.22,146.0
,Cashew Milk,43.0,,4.94,9.27,3.88,,2.56,0.95,
6773.0,Skim Milk,77.0,4.57,0.71,9.34,1.03,0.89,,0.58,
6774.0,Skim Milk,62.0,5.27,1.19,3.99,8.78,,7.82,,135.0
6775.0,,59.0,1.82,0.59,10.67,8.92,0.42,5.62,0.88,110.0
6776.0,,64.0,3.0,,8.79,1.38,0.66,1.69,0.26,118.0
6777.0,Oat Milk,67.0,7.8,1.92,5.44,7.48,0.26,2.61,0.84,92.0
6778.0,Cashew Milk,59.0,0.99,3.96,,2.22,0.54,1.88,0.02,88.0
6779.0,2% Milk,57.0,1.9,3.03,11.04,,0.15,,0.54,99.0
,Skim Milk,42.0,3.09,1.43,5.92,7.05,0.87,3.74,0.98,97.0
6781.0,Cashew Milk,58.0,4.52,0.9,2.46,4.04,0.8,1.01,1.0,88.0
6782.0,Soy Milk,53.0,4.98,3.06,8.1,7.37,0.99,6.04,0.58,134.0
6783.0,Skim Milk,44.0,1.9,2.01,1.8,1.93,0.19,6.88,0.18,110.0
6784.0,Whole Milk,72.0,3.8,4.0,4.13,7.56,0.39,1.7,0.62,96.0
6785.0,,,5.72,,10.34,0.66,0.5,5.87,0.2,143.0
6786.0,2% Milk,55.0,4.36,4.19,3.73,3.33,0.28,5.12,0.11,137.0
6787.0,2% Milk,40.0,1.89,3.98,10.09,3.9,0.62,5.47,0.67,93.0
6788.0,Soy Milk,,5.29,4.75,9.87,2.0,0.97,1.21,0.32,84.0
6789.0,Coconut Milk,54.0,5.13,3.26,8.13,9.42,0.33,6.07,0.86,108.0
6790.0,Whole Milk,45.0,4.55,1.17,6.63,,0.06,5.16,0.73,
6791.0,Cashew Milk,45.0,,2.9,11.43,0.97,0.5,3.13,,132.0
6792.0,Coconut Milk,77.0,5.92,2.65,5.54,2.31,0.02,2.01,0.71,80.0
6793.0,Skim Milk,78.0,3.99,2.88,11.01,5.1,0.62,3.14,0.18,135.0
6794.0,Oat Milk,79.0,1.76,4.66,8.83,8.39,0.76,7.9,0.17,123.0
6795.0,2% Milk,,,4.28,10.15,2.66,0.76,,0.69,104.0
6796.0,Oat Milk,67.0,3.93,0.4,6.65,,0.34,1.61,0.76,142.0
6797.0,,55.0,1.55,4.2,6.22,4.63,0.83,6.76,0.6,101.0
6798.0,Cashew Milk,63.0,,2.28,6.07,1.79,0.5,7.14,0.37,108.0
6799.0,Soy Milk,45.0,2.05,,6.53,0.59,0.54,3.41,0.9,113.0
,Coconut Milk,80.0,6.48,3.16,4.35,9.09,0.15,7.39,,132.0
6801.0,Almond Milk,70.0,4.52,2.42,,2.05,0.73,4.85,0.93,129.0
6802.0,Cashew Milk,77.0,7.44,,7.98,7.56,0.61,5.51,0.94,141.0
6803.0,Cashew Milk,76.0,7.99,1.37,11.98,8.46,0.64,6.88,0.25,138.0
6804.0,,51.0,2.3,,10.56,4.83,0.21,6.08,0.89,102.0
6805.0,Whole Milk,,2.97,2.61,7.56,3.5,0.31,1.91,0.57,113.0
6806.0,Almond Milk,,6.09,3.38,3.95,1.34,0.95,2.01,0.34,104.0
6807.0,Soy Milk,76.0,6.17,,9.88,5.68,1.0,5.45,0.69,127.0
6808.0,Almond Milk,,1.28,4.79,5.71,5.96,0.51,5.55,0.35,146.0
6809.0,Cashew Milk,54.0,6.54,3.27,5.89,8.67,0.11,7.61,0.26,94.0
6810.0,Coconut Milk,73.0,5.52,,1.63,9.3,0.87,2.73,0.89,103.0
6811.0,Whole Milk,55.0,6.74,2.68,7.31,2.3,0.31,6.92,0.64,126.0
6812.0,Coconut Milk,41.0,7.37,1.76,9.59,1.85,0.88,3.35,0.83,98.0
6813.0,Soy Milk,,2.18,2.57,6.71,4.83,0.53,3.48,0.65,144.0
,,47.0,,1.78,11.98,,0.55,,0.86,114.0
6815.0,Coconut Milk,63.0,0.68,2.57,1.2,3.75,0.25,7.98,0.66,
6816.0,2% Milk,69.0,,3.22,5.57,7.38,0.93,7.56,0.87,95.0
6817.0,Almond Milk,,0.95,2.61,3.47,3.78,0.47,5.15,0.49,135.0
6818.0,Oat Milk,50.0,5.74,,1.28,1.93,0.17,2.62,0.85,145.0
6819.0,Skim Milk,57.0,3.29,0.77,2.23,3.64,0.37,2.76,,
,Almond Milk,47.0,2.34,3.3,7.99,8.42,0.4,5.1,0.22,138.0
6821.0,Coconut Milk,55.0,,0.89,9.11,1.46,0.61,1.69,,147.0
6822.0,,51.0,5.7,4.74,7.24,9.21,0.2,5.91,0.9,83.0
6823.0,Skim Milk,,,4.4,7.63,1.47,0.2,1.18,0.08,93.0
6824.0,Almond Milk,70.0,5.27,0.27,9.52,5.03,0.35,3.84,,137.0
6825.0,,76.0,5.16,3.54,3.83,8.08,0.33,3.94,0.66,124.0
6826.0,Coconut Milk,66.0,2.87,3.22,6.21,7.8,0.48,6.05,,122.0
6827.0,Whole Milk,60.0,1.56,2.42,8.1,8.24,0.95,6.8,0.01,133.0
6828.0,,71.0,1.4,0.2,3.29,6.83,0.29,7.65,0.99,140.0
6829.0,Oat Milk,62.0,6.19,4.72,1.02,7.04,,3.89,0.2,114.0
6830.0,Coconut Milk,73.0,,3.12,10.25,6.32,,4.61,0.36,83.0
6831.0,,61.0,3.33,4.44,2.81,4.79,0.43,7.78,0.9,131.0
6832.0,2% Milk,,6.27,3.07,3.53,3.24,0.57,,0.67,100.0
6833.0,Oat Milk,51.0,4.18,4.6,7.96,9.98,0.15,5.17,0.93,87.0
6834.0,Coconut Milk,79.0,2.23,,6.09,2.04,0.35,4.56,,145.0
6835.0,Soy Milk,45.0,1.83,0.14,7.61,9.19,0.37,,0.33,
6836.0,Whole Milk,61.0,1.63,4.13,7.42,4.58,0.61,5.08,,88.0
6837.0,Coconut Milk,76.0,7.2,3.13,10.14,8.29,0.89,2.89,0.62,131.0
6838.0,Skim Milk,64.0,0.56,3.48,1.49,9.73,0.53,7.14,0.51,96.0
6839.0,Almond Milk,70.0,6.29,4.63,2.58,7.33,0.69,5.51,0.7,119.0
6840.0,Skim Milk,69.0,5.34,1.38,10.91,1.38,0.1,4.1,0.93,109.0
6841.0,Cashew Milk,41.0,1.79,1.31,7.42,8.65,0.26,4.03,0.95,147.0
6842.0,,,,4.97,10.97,4.15,,6.95,0.3,115.0
6843.0,Coconut Milk,69.0,,1.91,,6.65,0.36,,0.81,127.0
,Cashew Milk,54.0,,0.94,11.62,6.59,0.89,6.27,0.45,139.0
6845.0,Whole Milk,54.0,2.11,4.66,8.49,6.94,0.09,6.08,0.42,112.0
6846.0,Cashew Milk,65.0,1.42,,6.76,9.37,0.14,4.23,0.01,113.0
6847.0,Coconut Milk,42.0,7.38,2.24,9.29,2.98,0.62,,0.48,86.0
6848.0,2% Milk,43.0,7.77,1.72,5.58,1.31,0.42,7.09,0.65,
6849.0,Coconut Milk,41.0,5.42,2.92,,9.27,0.18,7.87,0.28,100.0
6850.0,2% Milk,49.0,2.89,4.3,5.58,,0.07,5.83,0.04,125.0
6851.0,Whole Milk,76.0,3.57,2.07,2.63,9.43,0.72,1.64,0.78,
6852.0,Coconut Milk,72.0,7.58,1.43,3.42,4.68,0.91,1.84,0.12,92.0
6853.0,2% Milk,73.0,7.41,3.58,8.27,9.41,0.72,,0.91,87.0
,Soy Milk,49.0,1.32,1.84,7.81,8.24,0.99,5.52,0.98,82.0
6855.0,Oat Milk,67.0,3.93,2.82,1.37,8.72,,6.09,0.75,97.0
6856.0,Coconut Milk,48.0,2.5,2.98,2.23,4.95,0.36,5.46,0.39,123.0
6857.0,Coconut Milk,78.0,6.3,3.74,2.7,0.77,0.63,2.42,0.23,119.0
6858.0,2% Milk,48.0,4.78,,12.0,3.0,0.21,3.27,0.23,85.0
6859.0,Skim Milk,80.0,,3.79,8.86,9.93,,2.9,0.07,138.0
6860.0,Oat Milk,42.0,5.69,0.44,1.83,9.28,0.22,7.15,0.37,126.0
