Id,Product Name,Energy (kcal),Fat Content (g),Saturated Fat (g),Carbohydrates (g),Sugars (g),Fiber (g),Protein (g),Salt (g),Calcium (mg)
4951.0,Oat Milk,57.0,1.62,0.35,10.07,0.99,0.01,5.67,0.31,145.0
4952.0,Cashew Milk,49.0,0.62,2.8,7.44,0.94,0.83,6.49,0.55,98.0
4953.0,Soy Milk,50.0,4.24,0.19,2.78,8.88,0.53,2.31,0.68,80.0
4954.0,Soy Milk,,1.58,1.9,10.42,7.6,0.39,,0.89,138.0
4955.0,,43.0,5.44,4.04,6.95,2.23,0.78,3.3,0.65,106.0
4956.0,Skim Milk,63.0,3.54,2.39,8.15,5.86,0.64,1.26,0.65,107.0
,Coconut Milk,78.0,1.13,0.78,,9.63,0.44,3.45,0.09,124.0
4958.0,,80.0,,2.73,8.04,0.78,0.63,2.14,0.56,129.0
4959.0,2% Milk,76.0,7.36,3.3,5.94,4.65,0.86,7.27,0.37,98.0
4960.0,2% Milk,45.0,6.7,2.64,1.04,5.54,0.44,7.81,0.29,117.0
4961.0,Soy Milk,48.0,4.21,0.25,6.33,8.73,0.02,7.3,0.49,142.0
4962.0,2% Milk,56.0,6.29,2.99,9.84,,0.67,4.04,0.78,125.0
4963.0,2% Milk,75.0,,3.6,1.8,4.25,1.0,7.86,0.34,
4964.0,Almond Milk,63.0,1.37,1.46,10.93,3.31,0.64,1.46,0.14,86.0
4965.0,Almond Milk,55.0,2.23,,9.7,,,7.95,0.62,88.0
4966.0,Whole Milk,,2.77,0.4,8.64,6.77,0.99,3.32,0.74,100.0
4967.0,Soy Milk,75.0,2.45,,9.45,5.05,0.51,7.0,0.36,117.0
,,60.0,2.13,1.13,1.68,9.48,0.49,4.32,0.12,150.0
4969.0,Cashew Milk,64.0,4.63,,10.25,3.67,0.89,3.46,0.43,107.0
4970.0,Almond Milk,69.0,7.81,2.98,2.0,9.46,0.05,5.21,0.13,89.0
4971.0,Soy Milk,41.0,6.69,1.9,6.49,,0.38,4.99,0.61,91.0
4972.0,Cashew Milk,44.0,,0.11,4.23,4.51,0.38,3.71,0.47,83.0
4973.0,Soy Milk,73.0,7.85,1.67,4.91,8.56,0.31,6.29,0.27,89.0
4974.0,Oat Milk,61.0,4.25,3.6,9.27,,0.3,4.53,0.33,106.0
4975.0,Skim Milk,56.0,3.66,,1.23,2.18,0.17,,0.1,82.0
4976.0,Soy Milk,79.0,7.61,2.9,8.85,,0.24,7.95,0.29,94.0
4977.0,Coconut Milk,79.0,2.52,1.31,4.72,4.7,0.04,1.43,0.62,123.0
4978.0,Skim Milk,54.0,7.67,2.87,6.6,0.77,0.72,,,118.0
4979.0,Oat Milk,,7.96,1.31,11.02,4.53,0.34,4.59,0.38,131.0
4980.0,Almond Milk,57.0,0.58,3.78,5.29,7.56,,5.15,0.41,133.0
4981.0,,74.0,1.72,4.92,4.75,3.08,0.46,3.4,0.81,125.0
4982.0,Coconut Milk,49.0,0.59,2.98,,6.06,0.18,7.91,0.22,134.0
4983.0,Skim Milk,60.0,7.51,0.66,8.29,1.03,0.43,4.7,0.4,90.0
4984.0,Coconut Milk,51.0,5.17,3.85,11.67,,0.4,1.59,0.87,124.0
4985.0,Cashew Milk,52.0,6.5,3.12,4.52,1.62,0.53,6.69,0.58,84.0
4986.0,Almond Milk,55.0,5.08,4.2,9.07,3.23,0.36,2.6,0.56,134.0
4987.0,Oat Milk,41.0,4.88,4.22,5.89,7.17,0.93,3.98,0.97,121.0
4988.0,Skim Milk,78.0,6.45,2.2,11.49,8.42,0.3,6.86,0.47,101.0
4989.0,Soy Milk,61.0,0.85,1.65,4.74,1.46,0.07,3.9,0.89,123.0
4990.0,Skim Milk,50.0,7.19,1.16,,1.2,,7.05,0.56,150.0
4991.0,Coconut Milk,66.0,0.55,1.06,11.12,7.39,0.84,5.72,0.28,136.0
4992.0,Soy Milk,,0.97,2.95,,7.96,0.08,6.45,,114.0
4993.0,Soy Milk,42.0,7.9,4.06,9.47,7.85,0.38,,0.51,84.0
4994.0,Soy Milk,56.0,7.04,4.81,7.64,7.0,0.86,2.47,0.64,142.0
4995.0,Soy Milk,61.0,1.45,2.8,7.95,5.64,0.83,,0.77,145.0
4996.0,Skim Milk,61.0,6.0,1.21,3.93,1.78,0.84,4.56,0.4,124.0
4997.0,Oat Milk,62.0,6.22,3.33,5.8,7.63,0.7,7.46,0.82,119.0
4998.0,Cashew Milk,54.0,3.89,1.77,9.99,1.94,0.46,6.82,0.17,96.0
4999.0,Almond Milk,68.0,2.34,2.19,6.43,2.68,0.94,6.29,0.4,84.0
5000.0,Almond Milk,51.0,0.54,2.04,4.51,2.92,0.83,1.94,0.16,83.0
5001.0,Oat Milk,,1.81,2.9,1.7,5.28,0.88,,,
5002.0,Oat Milk,69.0,7.26,3.94,6.97,9.03,0.81,4.88,0.54,84.0
5003.0,Soy Milk,,2.27,,,3.73,0.56,7.94,0.78,91.0
5004.0,Skim Milk,65.0,1.31,2.73,10.04,8.44,0.31,7.77,0.53,87.0
5005.0,Oat Milk,63.0,4.42,,,7.09,0.48,3.22,0.94,103.0
5006.0,2% Milk,53.0,3.91,0.14,6.11,1.9,0.42,,0.78,95.0
,,69.0,2.88,1.23,5.88,4.67,0.75,2.92,0.53,116.0
5008.0,Cashew Milk,71.0,7.49,1.84,10.84,8.43,,6.12,0.24,129.0
5009.0,Soy Milk,78.0,6.04,3.58,9.54,1.0,0.47,3.22,0.64,108.0
5010.0,,,6.96,0.19,8.18,8.28,,6.17,0.41,86.0
5011.0,2% Milk,40.0,5.84,1.45,,1.27,0.39,5.2,0.36,81.0
5012.0,Skim Milk,49.0,6.77,3.62,5.08,8.03,0.57,7.72,0.38,99.0
5013.0,Coconut Milk,63.0,5.87,3.26,8.85,7.48,0.59,7.03,0.02,93.0
5014.0,Skim Milk,71.0,2.91,,7.25,5.66,0.01,5.55,,131.0
5015.0,,67.0,6.09,,7.75,2.34,0.4,1.08,0.28,82.0
5016.0,Whole Milk,50.0,1.41,1.33,10.83,9.86,0.99,6.36,0.81,144.0
5017.0,Oat Milk,64.0,4.06,1.89,3.63,5.02,0.84,4.93,0.96,135.0
5018.0,Whole Milk,79.0,5.54,0.27,4.36,8.66,0.17,6.15,0.21,
5019.0,Skim Milk,55.0,2.92,2.72,4.0,7.0,0.12,4.12,0.46,100.0
5020.0,Whole Milk,65.0,6.87,3.39,1.48,2.57,0.27,7.77,0.48,121.0
5021.0,Soy Milk,66.0,5.69,1.03,11.34,,0.49,7.69,0.97,126.0
5022.0,2% Milk,41.0,5.9,2.68,5.07,9.99,0.93,4.17,0.73,106.0
5023.0,2% Milk,72.0,7.13,1.36,10.57,4.35,0.35,1.57,0.82,
5024.0,Oat Milk,48.0,5.86,0.76,3.09,9.38,0.6,3.27,0.91,149.0
5025.0,Whole Milk,49.0,6.56,3.43,6.09,8.8,0.88,3.82,,88.0
5026.0,2% Milk,40.0,6.43,,10.64,6.62,0.29,5.45,0.21,141.0
5027.0,2% Milk,61.0,3.93,2.69,6.94,7.89,0.75,3.87,0.12,140.0
5028.0,,80.0,1.81,0.97,10.48,6.22,0.95,1.88,0.03,122.0
5029.0,Whole Milk,,5.82,2.22,6.33,6.28,,3.83,0.48,84.0
,Almond Milk,78.0,,2.84,3.68,8.02,0.91,4.48,0.26,86.0
5031.0,2% Milk,66.0,5.29,4.48,9.49,4.9,0.52,,0.25,104.0
5032.0,Almond Milk,64.0,2.42,2.82,1.14,6.43,0.65,3.29,,82.0
5033.0,Cashew Milk,56.0,5.26,,10.16,1.1,0.68,6.21,0.32,
,Almond Milk,79.0,4.41,4.11,5.91,7.32,0.79,7.11,0.49,143.0
5035.0,Soy Milk,52.0,1.22,0.55,8.28,3.76,0.22,6.14,0.28,119.0
5036.0,Almond Milk,71.0,,2.17,3.4,7.17,0.35,5.71,0.08,90.0
5037.0,,,0.96,2.22,1.74,5.68,0.27,1.91,0.2,146.0
5038.0,Skim Milk,42.0,6.51,,6.02,,0.97,2.87,0.08,80.0
5039.0,Coconut Milk,42.0,5.18,,9.24,8.84,0.69,7.67,0.09,141.0
5040.0,Whole Milk,78.0,7.44,,9.2,2.16,0.49,1.68,0.44,134.0
5041.0,Skim Milk,50.0,6.5,0.78,7.51,,0.69,5.68,0.79,86.0
5042.0,Cashew Milk,77.0,4.2,1.09,7.18,4.84,0.08,4.04,0.01,150.0
5043.0,Oat Milk,52.0,0.75,1.19,5.98,8.04,0.7,6.25,0.75,141.0
5044.0,Oat Milk,53.0,0.66,0.95,1.48,,0.94,7.33,0.95,118.0
5045.0,Almond Milk,50.0,,3.34,,6.25,0.76,4.54,0.04,101.0
5046.0,,61.0,,2.11,9.73,1.37,0.84,6.88,0.88,93.0
5047.0,Coconut Milk,49.0,4.77,1.36,8.02,7.39,,5.51,,89.0
5048.0,2% Milk,75.0,1.62,1.38,5.4,8.99,0.04,4.84,0.13,123.0
5049.0,Whole Milk,61.0,,2.82,9.36,2.16,0.91,7.86,0.56,93.0
5050.0,,69.0,6.15,1.73,10.68,,0.35,2.97,0.74,146.0
5051.0,Coconut Milk,53.0,4.4,0.2,9.87,0.7,0.06,7.26,0.39,95.0
5052.0,Soy Milk,56.0,3.31,1.52,5.0,,0.01,2.57,0.12,91.0
5053.0,2% Milk,74.0,2.0,4.71,10.32,4.82,0.92,1.86,0.16,87.0
5054.0,,73.0,6.74,0.42,,7.92,0.64,6.09,0.94,115.0
5055.0,Skim Milk,78.0,6.37,1.81,6.67,7.79,0.24,3.11,0.79,145.0
,Coconut Milk,80.0,4.24,3.4,2.02,8.67,0.92,6.01,0.9,141.0
5057.0,Almond Milk,56.0,,0.12,8.33,7.79,0.53,3.81,0.94,88.0
5058.0,Coconut Milk,69.0,0.72,3.86,7.52,0.7,0.61,3.48,,111.0
5059.0,Coconut Milk,57.0,7.59,2.67,2.87,0.64,0.78,5.5,0.17,99.0
,2% Milk,47.0,1.64,0.35,,7.31,0.89,2.81,0.88,143.0
5061.0,Whole Milk,70.0,5.2,1.83,1.77,7.18,0.02,,0.29,
,Cashew Milk,76.0,2.9,1.42,5.37,5.1,0.45,6.21,0.14,130.0
5063.0,Almond Milk,52.0,3.51,0.84,7.99,,0.72,1.62,0.28,119.0
5064.0,Soy Milk,67.0,5.81,0.58,9.75,5.88,0.16,5.76,0.88,120.0
5065.0,,75.0,2.27,,9.04,3.65,0.78,,0.55,132.0
,Almond Milk,67.0,,2.41,,2.22,0.8,5.68,0.75,104.0
5067.0,Skim Milk,65.0,5.31,2.23,3.93,3.42,0.28,6.14,0.78,
5068.0,Skim Milk,44.0,4.93,1.65,6.11,2.05,0.01,1.82,0.39,140.0
5069.0,Cashew Milk,47.0,7.77,2.74,4.16,9.83,0.93,2.81,0.79,139.0
5070.0,2% Milk,78.0,4.78,4.72,3.82,8.31,0.25,4.2,0.28,127.0
5071.0,Soy Milk,75.0,7.43,1.7,6.33,1.28,0.32,6.71,0.89,120.0
5072.0,Skim Milk,78.0,3.42,3.93,,5.22,,3.03,0.84,143.0
5073.0,Coconut Milk,65.0,2.95,4.88,3.28,6.53,0.2,5.0,0.2,101.0
5074.0,Soy Milk,68.0,7.76,,11.74,5.85,0.38,2.95,0.74,123.0
5075.0,2% Milk,52.0,7.25,0.25,,8.07,0.94,1.0,0.03,130.0
5076.0,Oat Milk,75.0,2.96,4.65,3.05,2.05,0.03,6.98,0.39,150.0
5077.0,Soy Milk,67.0,6.11,0.58,5.85,2.35,0.63,4.93,0.68,116.0
5078.0,Coconut Milk,,0.82,0.94,8.81,2.1,0.84,5.17,0.55,91.0
,Oat Milk,48.0,3.02,0.57,5.48,0.73,,1.29,0.41,
,Soy Milk,48.0,4.58,1.29,,3.42,0.66,5.93,0.24,94.0
5081.0,Oat Milk,76.0,3.72,4.45,2.31,7.51,0.63,6.05,,105.0
5082.0,Soy Milk,44.0,0.54,3.89,11.52,2.27,0.06,4.3,0.96,
5083.0,Cashew Milk,42.0,2.52,3.42,1.35,,0.2,5.51,0.37,124.0
5084.0,Skim Milk,71.0,2.47,1.54,10.46,3.98,0.83,3.25,0.39,127.0
5085.0,Cashew Milk,,3.14,4.13,7.88,9.01,0.9,6.03,0.0,147.0
5086.0,Coconut Milk,72.0,6.97,3.58,10.09,7.16,0.51,3.38,,126.0
5087.0,Almond Milk,60.0,6.67,4.87,10.56,6.02,0.49,7.81,0.68,85.0
5088.0,Skim Milk,,4.94,0.59,7.32,7.53,0.47,2.84,,104.0
,Oat Milk,54.0,7.15,2.81,7.72,4.97,0.36,6.68,0.62,91.0
5090.0,Skim Milk,53.0,7.58,0.21,9.27,7.45,0.1,3.67,0.94,104.0
5091.0,Soy Milk,73.0,0.72,,8.45,4.69,0.11,7.51,0.56,140.0
5092.0,Almond Milk,,1.26,4.28,10.84,5.33,0.35,3.19,0.23,127.0
5093.0,Cashew Milk,62.0,0.79,2.64,1.71,1.64,0.59,7.47,,112.0
,Soy Milk,,7.77,0.83,9.09,8.96,0.63,2.4,0.55,150.0
,Cashew Milk,78.0,1.81,2.83,,2.79,0.0,1.51,0.02,148.0
5096.0,Cashew Milk,76.0,4.52,4.66,4.7,9.65,,3.9,,
5097.0,Coconut Milk,72.0,3.16,3.14,8.26,4.09,0.2,7.41,0.43,126.0
5098.0,2% Milk,65.0,7.03,3.87,6.15,9.27,0.45,1.05,0.36,
5099.0,,45.0,6.78,3.1,,2.32,0.82,5.48,0.55,136.0
5100.0,Skim Milk,57.0,4.62,3.15,2.32,7.79,0.97,1.52,0.17,136.0
5101.0,Cashew Milk,78.0,4.76,3.54,,6.73,0.58,4.23,0.78,112.0
5102.0,Almond Milk,46.0,0.73,0.45,7.96,2.9,0.95,3.02,0.64,92.0
5103.0,Almond Milk,,3.68,0.37,,3.2,0.36,5.48,0.56,120.0
,Coconut Milk,61.0,1.82,2.92,9.7,5.31,0.91,1.64,0.79,122.0
5105.0,Almond Milk,74.0,7.94,0.92,7.6,0.96,0.53,5.72,,87.0
5106.0,Oat Milk,57.0,1.97,3.51,3.65,2.52,0.77,7.35,0.83,137.0
5107.0,Coconut Milk,79.0,4.81,3.88,2.98,8.32,0.23,4.78,0.39,150.0
5108.0,,73.0,6.6,3.49,4.52,6.39,0.06,2.11,0.08,90.0
,Cashew Milk,75.0,5.95,1.31,6.72,1.49,0.56,2.49,0.49,117.0
5110.0,Coconut Milk,67.0,,3.76,5.82,9.19,0.96,3.0,0.05,81.0
5111.0,Whole Milk,66.0,1.43,1.08,4.95,9.06,0.37,4.81,0.94,149.0
5112.0,2% Milk,76.0,5.86,1.73,2.22,3.4,0.83,6.23,,127.0
5113.0,Skim Milk,75.0,6.89,2.46,7.33,8.6,0.52,2.15,0.87,135.0
5114.0,Almond Milk,80.0,5.24,,1.57,5.63,,6.91,0.43,150.0
5115.0,,40.0,5.24,1.67,,5.45,0.33,2.83,0.28,147.0
5116.0,Oat Milk,,4.38,0.45,10.72,3.5,0.26,,0.71,119.0
5117.0,Almond Milk,49.0,4.64,2.83,,0.73,0.39,7.4,0.91,90.0
,,49.0,7.13,2.18,5.8,9.58,0.8,1.16,0.16,105.0
5119.0,,52.0,0.81,3.4,6.44,8.01,0.22,3.05,0.87,150.0
5120.0,2% Milk,,,3.43,,,0.08,6.03,0.17,127.0
5121.0,Coconut Milk,58.0,5.47,4.8,,,0.64,,0.7,129.0
5122.0,,,4.82,,7.19,2.65,0.4,6.33,0.06,120.0
,Almond Milk,44.0,,0.41,9.9,0.86,0.77,7.19,0.31,145.0
5124.0,Whole Milk,63.0,3.93,2.59,5.47,8.57,0.43,5.96,0.64,150.0
5125.0,,,,,2.17,2.17,0.09,7.92,0.92,92.0
,Cashew Milk,74.0,0.9,3.03,,8.96,0.63,2.49,,139.0
5127.0,Almond Milk,66.0,3.19,3.35,7.98,8.53,0.88,4.64,0.21,123.0
5128.0,Soy Milk,41.0,0.81,0.2,4.5,9.62,0.39,1.28,0.38,80.0
5129.0,Cashew Milk,53.0,4.86,2.85,2.51,7.75,0.26,2.49,0.48,
5130.0,Coconut Milk,40.0,4.03,2.35,1.13,5.4,0.77,4.16,0.18,115.0
5131.0,Cashew Milk,49.0,4.29,1.8,8.63,4.19,0.23,2.91,0.65,137.0
5132.0,Soy Milk,50.0,3.8,0.83,11.03,0.93,0.71,1.86,0.57,96.0
5133.0,Almond Milk,49.0,4.28,4.31,6.81,,0.57,3.67,0.18,108.0
5134.0,Cashew Milk,50.0,7.64,3.26,10.09,3.4,,5.11,0.98,105.0
5135.0,Coconut Milk,56.0,1.15,,6.63,,0.34,7.59,0.32,145.0
5136.0,Skim Milk,,7.24,1.54,7.23,6.91,0.25,,0.47,116.0
5137.0,Coconut Milk,64.0,2.32,3.1,10.9,5.29,0.51,6.92,0.85,124.0
5138.0,Whole Milk,77.0,6.8,2.17,2.07,5.08,0.61,,0.77,104.0
5139.0,2% Milk,60.0,1.44,4.71,,7.96,0.04,7.39,0.05,147.0
5140.0,,48.0,3.17,,2.01,1.1,0.41,2.38,0.12,113.0
5141.0,Oat Milk,,1.19,,7.17,4.7,0.45,1.79,0.51,121.0
5142.0,,56.0,2.81,1.99,1.07,,0.61,1.98,0.42,93.0
5143.0,2% Milk,59.0,5.78,4.28,4.41,4.77,0.92,7.64,0.22,145.0
5144.0,Soy Milk,64.0,6.65,3.88,3.72,8.11,0.93,6.91,0.03,109.0
,Skim Milk,59.0,5.98,1.34,4.17,6.83,0.69,,0.58,81.0
5146.0,Oat Milk,53.0,6.56,2.31,8.56,7.97,0.19,7.35,0.54,128.0
5147.0,Soy Milk,54.0,3.69,4.71,4.58,5.29,0.44,5.43,0.47,105.0
5148.0,Whole Milk,65.0,7.11,0.16,2.5,,0.68,3.44,,82.0
5149.0,Skim Milk,55.0,5.08,4.43,5.36,7.92,0.08,2.92,0.79,89.0
5150.0,Whole Milk,72.0,,2.86,11.58,3.67,0.09,5.18,0.69,122.0
5151.0,2% Milk,67.0,5.61,2.85,,6.28,0.42,,0.05,83.0
5152.0,2% Milk,48.0,,3.87,1.98,3.75,0.48,2.89,0.57,119.0
5153.0,Skim Milk,51.0,2.55,4.0,8.12,6.83,0.19,2.29,0.66,125.0
5154.0,Almond Milk,61.0,7.2,0.58,4.37,2.3,,7.9,0.75,120.0
5155.0,,80.0,0.53,4.48,10.67,9.09,0.88,1.5,0.92,111.0
5156.0,Whole Milk,71.0,6.07,3.93,8.53,2.6,0.0,4.22,0.59,124.0
5157.0,2% Milk,70.0,7.94,1.29,5.31,8.42,,5.86,0.0,82.0
5158.0,,61.0,3.02,0.57,8.47,9.9,,7.82,0.27,95.0
5159.0,Almond Milk,,2.87,3.88,4.93,0.66,0.35,6.39,0.63,150.0
5160.0,Oat Milk,65.0,2.55,1.36,8.47,8.96,0.02,2.85,0.77,97.0
5161.0,Cashew Milk,,1.97,3.92,11.67,9.48,0.68,,0.98,114.0
5162.0,,79.0,7.43,4.09,3.21,9.29,0.17,6.47,0.24,98.0
5163.0,Whole Milk,57.0,7.55,0.16,11.54,1.24,0.06,6.95,,96.0
5164.0,,65.0,3.34,3.86,7.69,1.01,0.24,1.02,0.43,96.0
,Coconut Milk,74.0,7.86,4.33,1.49,7.17,0.51,5.03,0.88,86.0
5166.0,,43.0,1.05,4.17,2.5,9.89,0.64,4.33,0.49,127.0
5167.0,2% Milk,69.0,6.55,1.98,1.39,8.34,,2.35,0.22,
5168.0,Almond Milk,51.0,2.38,3.43,9.8,9.94,0.38,5.73,0.47,134.0
5169.0,2% Milk,74.0,4.12,0.13,10.24,2.4,0.8,1.71,0.91,110.0
5170.0,,41.0,5.18,3.85,7.29,3.76,0.42,6.35,0.24,128.0
5171.0,Whole Milk,49.0,0.6,1.95,10.68,4.25,0.01,7.84,0.49,127.0
5172.0,Almond Milk,67.0,3.59,4.2,7.59,9.01,0.15,3.88,0.31,128.0
5173.0,Almond Milk,70.0,5.52,2.42,4.65,0.79,0.09,6.02,0.84,144.0
5174.0,Whole Milk,69.0,1.69,1.71,4.56,3.03,0.59,3.12,0.36,141.0
5175.0,Almond Milk,41.0,7.34,3.58,10.91,1.77,0.19,1.13,0.07,120.0
5176.0,2% Milk,71.0,7.21,0.35,8.75,1.24,0.62,,0.17,122.0
5177.0,Oat Milk,56.0,6.38,0.82,2.48,5.15,0.81,6.11,0.92,98.0
5178.0,Oat Milk,64.0,7.5,1.69,3.0,6.24,0.66,6.5,,115.0
5179.0,Whole Milk,53.0,5.0,0.23,4.31,7.93,0.74,4.32,,141.0
5180.0,Whole Milk,74.0,4.02,1.78,1.17,,0.87,1.69,0.34,143.0
5181.0,Skim Milk,62.0,2.61,4.89,11.68,1.89,0.74,4.29,0.16,133.0
5182.0,,48.0,6.88,3.95,,6.16,0.51,2.67,0.79,123.0
5183.0,Coconut Milk,42.0,1.73,0.98,11.69,1.18,0.03,,0.87,123.0
5184.0,Soy Milk,67.0,4.04,0.45,2.76,5.06,0.43,5.35,0.89,128.0
,Oat Milk,46.0,5.17,0.86,11.19,2.63,0.51,,0.23,144.0
5186.0,Almond Milk,71.0,4.8,0.65,7.92,7.65,0.18,1.84,0.07,82.0
5187.0,2% Milk,47.0,0.55,2.34,,7.61,,4.87,0.8,128.0
5188.0,Cashew Milk,67.0,6.09,,9.36,8.04,0.97,4.31,,90.0
5189.0,Soy Milk,79.0,3.91,4.27,3.01,1.19,0.52,3.51,0.83,149.0
5190.0,Soy Milk,56.0,7.39,2.63,7.1,4.61,0.95,7.16,,95.0
5191.0,Skim Milk,41.0,1.98,0.72,4.24,5.08,0.22,,0.8,85.0
5192.0,Coconut Milk,59.0,6.68,3.69,4.28,1.58,0.12,1.36,0.81,138.0
5193.0,2% Milk,77.0,7.69,2.27,5.31,7.23,0.17,6.91,0.94,90.0
,Oat Milk,,7.93,1.63,2.23,3.02,0.87,5.68,0.53,86.0
5195.0,Cashew Milk,61.0,6.67,4.68,10.14,3.87,0.08,7.69,0.97,105.0
5196.0,Coconut Milk,46.0,3.07,1.57,2.9,8.27,0.81,2.77,0.52,86.0
5197.0,Cashew Milk,59.0,,0.94,1.26,6.4,0.49,1.55,0.55,89.0
5198.0,Oat Milk,72.0,2.53,2.74,11.43,3.15,0.27,4.08,0.96,111.0
5199.0,Whole Milk,56.0,4.87,1.44,8.64,0.68,0.8,,0.07,142.0
5200.0,Cashew Milk,53.0,2.9,0.59,1.4,6.07,0.35,6.55,0.23,142.0
5201.0,Cashew Milk,41.0,4.73,4.45,8.05,2.99,0.48,4.84,0.34,147.0
5202.0,Oat Milk,66.0,1.24,1.19,10.56,7.27,0.24,6.27,0.33,86.0
5203.0,Almond Milk,56.0,5.96,2.13,1.05,7.81,0.97,4.02,0.22,92.0
5204.0,Cashew Milk,62.0,2.24,0.62,11.9,5.78,0.01,,0.93,127.0
5205.0,Skim Milk,65.0,3.05,1.53,2.7,5.05,,3.53,0.92,99.0
5206.0,Soy Milk,40.0,2.2,,11.95,6.11,0.18,4.58,0.71,140.0
5207.0,Almond Milk,45.0,7.31,2.12,2.63,2.18,0.98,6.71,0.59,146.0
5208.0,Coconut Milk,46.0,0.76,4.4,1.2,6.59,0.73,2.27,,133.0
5209.0,Whole Milk,,5.12,2.83,1.86,5.81,0.89,3.97,0.04,111.0
5210.0,Whole Milk,55.0,1.82,3.16,4.43,8.4,0.92,6.11,0.75,109.0
5211.0,Almond Milk,42.0,6.23,4.66,4.15,1.63,0.22,7.57,0.71,117.0
5212.0,,68.0,1.86,1.25,6.09,6.82,0.78,1.68,0.44,82.0
5213.0,Cashew Milk,40.0,4.83,1.14,6.87,2.49,,5.19,0.53,144.0
5214.0,Cashew Milk,55.0,,2.3,3.93,9.35,0.19,4.26,0.14,131.0
,Skim Milk,73.0,3.7,3.46,1.02,2.14,0.67,2.16,0.81,150.0
5216.0,Cashew Milk,55.0,4.58,2.83,8.39,9.8,0.46,4.15,0.84,145.0
5217.0,Oat Milk,46.0,5.26,0.47,6.58,2.54,0.32,4.34,0.38,144.0
5218.0,,70.0,1.8,0.81,9.84,5.03,0.08,3.35,0.44,88.0
5219.0,Soy Milk,61.0,,4.45,9.6,3.35,1.0,5.83,0.13,91.0
5220.0,Oat Milk,,7.17,2.65,3.23,4.78,0.08,1.19,0.41,114.0
,,73.0,,1.14,7.88,7.15,0.97,1.51,0.58,93.0
5222.0,2% Milk,63.0,,3.74,8.73,7.2,0.65,3.32,0.21,
5223.0,Almond Milk,74.0,,4.65,,8.99,0.25,5.64,,142.0
5224.0,Skim Milk,69.0,7.79,1.02,2.2,4.8,0.45,7.67,0.67,131.0
5225.0,Whole Milk,80.0,4.26,4.56,10.39,6.18,0.87,,,124.0
5226.0,,77.0,4.92,2.38,2.74,3.11,0.52,4.86,0.4,109.0
5227.0,Almond Milk,40.0,0.87,3.32,5.78,1.59,0.7,6.05,0.05,137.0
5228.0,,76.0,2.19,3.65,11.39,6.63,0.92,3.21,0.8,
,Coconut Milk,78.0,4.24,3.29,5.23,0.98,0.09,1.81,0.89,98.0
,Whole Milk,70.0,4.87,4.83,1.43,5.2,0.94,,0.78,99.0
,Whole Milk,61.0,5.96,0.35,5.8,1.41,0.96,7.58,0.47,125.0
5232.0,Whole Milk,53.0,4.93,4.41,4.25,4.59,0.4,5.85,0.99,148.0
,Whole Milk,62.0,2.39,2.65,6.02,2.34,0.46,1.94,0.61,
5234.0,Coconut Milk,74.0,3.49,2.48,11.04,,0.27,2.07,0.3,102.0
5235.0,Skim Milk,72.0,,4.9,7.26,3.12,0.37,4.84,,124.0
5236.0,,70.0,6.55,3.6,11.24,9.19,0.76,6.31,0.57,112.0
,Oat Milk,80.0,,3.23,4.55,7.74,0.78,1.61,0.57,83.0
5238.0,Skim Milk,68.0,,3.85,10.01,5.59,0.45,5.71,,134.0
5239.0,Almond Milk,43.0,3.52,4.28,10.2,1.16,0.37,,,132.0
5240.0,Coconut Milk,,1.83,3.26,1.35,7.92,,3.37,0.24,126.0
5241.0,Whole Milk,41.0,3.29,3.86,9.46,8.87,0.39,7.99,0.16,106.0
5242.0,Skim Milk,59.0,5.84,4.39,6.16,9.72,0.61,1.59,0.91,105.0
5243.0,Almond Milk,68.0,7.44,2.26,10.48,2.13,0.19,2.49,0.25,80.0
5244.0,Skim Milk,49.0,6.64,0.53,1.46,2.97,0.86,6.27,0.54,99.0
5245.0,Coconut Milk,46.0,3.73,1.95,6.14,,0.97,4.54,0.95,110.0
5246.0,2% Milk,63.0,3.1,1.74,9.31,5.99,0.34,3.7,0.55,146.0
5247.0,Cashew Milk,79.0,6.58,4.49,5.66,6.95,0.35,1.93,0.06,150.0
5248.0,Oat Milk,51.0,5.79,,6.7,5.46,0.02,6.91,0.6,96.0
5249.0,Almond Milk,68.0,6.83,1.86,1.31,8.13,0.66,,0.26,130.0
5250.0,,48.0,0.65,1.83,3.92,5.68,0.27,7.01,0.05,119.0
5251.0,Almond Milk,64.0,7.83,,7.12,1.55,,1.2,0.41,
5252.0,Skim Milk,76.0,6.47,2.37,1.96,2.26,0.35,,0.13,96.0
5253.0,Coconut Milk,50.0,7.58,2.48,9.79,10.0,0.17,6.48,,98.0
5254.0,Almond Milk,55.0,6.71,3.74,2.08,9.17,0.51,6.27,0.98,123.0
5255.0,Soy Milk,64.0,1.24,0.48,8.84,5.28,0.72,3.42,,
,Almond Milk,73.0,2.42,3.99,1.87,2.57,0.4,4.68,,140.0
5257.0,Almond Milk,44.0,4.24,4.61,7.29,1.81,0.49,4.94,0.14,147.0
5258.0,Soy Milk,75.0,4.12,3.59,8.93,7.63,0.54,3.3,0.04,123.0
5259.0,Oat Milk,78.0,3.9,3.05,,9.44,0.38,5.58,0.2,133.0
5260.0,Soy Milk,49.0,,3.41,,8.86,0.84,7.34,0.87,143.0
